id,name,price,symbol,industry,market,currency,date
23f991d6-e9ff-4d08-87c8-be56e8dedbf9,"CareTrust REIT, Inc.",77380.81,,Real Estate Investment Trusts,NASDAQ,UGX,2019/09/13
328cbe9a-0a0c-4566-9162-232f0380dac7,"Kirkland's, Inc.",39253.08,KIRK,Other Specialty Stores,NASDAQ,SEK,5/25/2020
7a0cfecf-8ca1-47d4-a380-4df43ce3ea83,Kamada Ltd.,40563.12,,Major Pharmaceuticals,NASDAQ,BGN,01/20/2020
9e7c4fcd-10b6-4bcb-9330-9a41f37fafb6,"Recro Pharma, Inc.",57243.29,REPH,Major Pharmaceuticals,NASDAQ,PHP,
91f7835d-c6a6-44f3-ba17-4a0a284a0a89,"SunTrust Banks, Inc.",52506.5,STI^E,n/a,NYSE,CNY,
c5cc78ac-4c84-4fc9-a5b0-2a98a14b2829,"China Biologic Products, Inc.",46727.7,CBPO,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,DOP,2020/09/06
49b206b1-e154-4b55-8644-c0ca1950aeda,General Finance Corporation,13990.29,GFNSL,Diversified Commercial Services,NASDAQ,VND,3/22/2019
e6d3d5cc-ce48-4a77-b755-b72bfe390f91,"DXP Enterprises, Inc.",98877.66,DXPE,Industrial Machinery/Components,NASDAQ,JPY,10/19/2019
2ecf5fa9-6631-4256-9b2b-ed496cd3ff96,CNH Industrial N.V.,74507.3,CNHI,Construction/Ag Equipment/Trucks,NYSE,CNY,2019-11-19
428e7236-d4ac-4479-967f-379467b1c2e8,HSBC Holdings plc,85020.24,HSEA,Savings Institutions,NYSE,CNY,25/7/2019
acbedd3e-9a18-4eb7-bd3f-a17a0256d604,"Rush Enterprises, Inc.",23780.23,RUSHB,Automotive Aftermarket,NASDAQ,CNY,2019/08/11
91c6c506-cd59-4263-87f2-21e1628147c1,Blue Capital Reinsurance Holdings Ltd.,87507.1,BCRH,Property-Casualty Insurers,NYSE,VND,3/19/2020
c7f1d55e-a6e7-439a-8ded-1bd1655ffd75,Liberty Media Corporation,28703.23,FWONK,Broadcasting,NASDAQ,EUR,01/14/2020
5f1a51d3-3239-4ec9-8279-a7469fd0b82e,Nuveen Senior Income Fund,82593.56,NSL,n/a,NYSE,CNY,2019-03-09
ad1d679e-d0ad-40ed-a5bc-4275f4e55484,China Finance Online Co. Limited,18531.38,JRJC,Investment Bankers/Brokers/Service,NASDAQ,BRL,20/10/2019
4a7e6c97-a44a-4167-8d49-d04d96ec61dc,K12 Inc,94728.62,LRN,,,EUR,2019/01/11
217e0bc6-1c86-47bf-a580-78de4a1e4766,"Digital Realty Trust, Inc.",96455.32,DLR^G,n/a,NYSE,BRL,
f6f7c434-d1f4-4891-8b3a-4fe8d198fd60,NIC Inc.,45901.96,EGOV,Business Services,NASDAQ,JPY,
6ec49371-e0a8-4380-98a6-f9e9f1b5ed10,Brightcove Inc.,71388.95,BCOV,EDP Services,NASDAQ,COP,
a291d3ce-9602-47bf-a543-356d75095958,Cathay General Bancorp,12092.25,,Major Banks,NASDAQ,PEN,
3e924ce1-4663-4ac1-ab11-f0146e8bf403,"Cogentix Medical, Inc.",64664.6,CGNT,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ,JPY,2020/04/21
c850500a-eb58-4a03-b136-8c256a086c01,Immune Design Corp.,23989.3,IMDZ,Major Pharmaceuticals,NASDAQ,CNY,10/22/2020
c32a9fd6-1bb7-4e3a-b2a8-f6414d5e1b45,Electronic Arts Inc.,30719.58,EA,,,RUB,08/05/2020
21e321c3-d158-41cb-8e16-ca53bc6e77e9,Special Opportunities Fund Inc.,45360.77,SPE^B,n/a,NYSE,SYP,2020-01-11
5f57866b-f592-418d-b34c-804bf00b3429,Monroe Capital Corporation,12712.47,MRCC,n/a,NASDAQ,PHP,
493e9812-2766-4134-b570-92f3951f7550,"Atwood Oceanics, Inc.",92072.15,,,,PEN,2019/12/10
caa353f5-150a-44ce-a754-510bff0edb25,Western Asset Global High Income Fund Inc,76679.29,,n/a,NYSE,PHP,4/2/2019
89f2a07b-87e0-4121-9c0c-e57b6a8ce759,Simmons First National Corporation,56899.24,SFNC,,,IDR,09/04/2019
44dbaf3d-6597-4a8d-b341-599157b74e43,Bed Bath & Beyond Inc.,95103.55,,Home Furnishings,NASDAQ,RUB,2020-03-16
5737e9aa-5858-49ba-b996-3d8e0a3d3fa5,Johnson Controls International plc,22055.11,JCI,Other Consumer Services,NYSE,EUR,19/10/2020
a381a827-9e59-4568-a4e9-20a9dd88e3c1,Ball Corporation,82016.71,,,,BYR,
b12d1b1e-c172-4a97-96f7-913aa11c2c3d,"Aware, Inc.",79413.82,,Computer Software: Prepackaged Software,NASDAQ,DKK,3/27/2020
589ea1ec-7fef-4627-9d75-c9bcff024171,"Myriad Genetics, Inc.",31071.43,,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ,PLN,07/15/2020
9fb51860-3871-4d7b-876e-1fc73d1484b1,Sasol Ltd.,85818.0,SSL,Oil & Gas Production,NYSE,IDR,
1ce94983-c775-4c38-99fa-de7ab5283d9c,ProShares UltraShort Nasdaq Biotechnology,75164.43,BIS,n/a,NASDAQ,IDR,20/5/2019
9d2f0fdf-88be-43dd-b5f2-249ecc277e05,"InfraREIT, Inc.",67115.49,HIFR,Real Estate Investment Trusts,NYSE,SOS,
7494b073-d3b1-4cd5-b41d-d4d7337fb614,Westlake Chemical Corporation,23244.78,WLK,,,CNY,5/14/2020
36082431-0f97-4e52-9074-870f21f91192,Sprague Resources LP,84251.85,SRLP,,,EUR,04/02/2019
0162d7b4-0aff-43c2-ab34-3807e52f7b53,"Fidelity National Financial, Inc.",48994.88,FNF,Specialty Insurers,NYSE,CNY,2019-05-14
7a1c6776-8306-42dc-af54-3f910f2b2f2a,"Meta Financial Group, Inc.",58471.7,CASH,Savings Institutions,NASDAQ,PLN,29/5/2020
696e9137-41bd-4e5a-9cc3-acb61b4b6a7f,"Stanley Black & Decker, Inc.",72218.35,SWP,Industrial Machinery/Components,NYSE,RUB,
e6b6913a-646d-4bf4-8d79-5baef324db5f,Nuveen Real Estate Fund,63189.26,JRS,n/a,NYSE,UAH,6/6/2020
610ba428-be9e-44d0-b8cd-d22ec19ef3ac,"Ever-Glory International Group, Inc.",14403.08,EVK,Apparel,NASDAQ,EUR,03/03/2020
a2fc70a2-85ec-49f1-ab5c-bace14499368,"Advaxis, Inc.",91876.98,ADXSW,Major Pharmaceuticals,NASDAQ,CAD,2020-04-30
76027a66-8892-495d-a677-2c888649c43a,"TerraVia Holdings, Inc.",5455.58,TVIA,Major Chemicals,NASDAQ,PHP,
febf5ab6-4201-4328-84e8-7d820e72e614,Cushing Energy Income Fund (The),37812.05,,n/a,NYSE,PAB,
918ecb16-6da6-4770-a05a-bffb92ec7416,F.N.B. Corporation,46168.79,FNB^E,n/a,NYSE,EUR,7/16/2019
abdaed66-b6cb-4c94-94f8-a7b59147ae95,"Southside Bancshares, Inc.",31944.14,,Major Banks,NASDAQ,LYD,12/13/2019
84558629-76dc-4ed6-9cad-59f84ac5507f,Companhia Brasileira de Distribuicao,89242.1,CBD,Food Chains,NYSE,KMF,2020-06-21
799759d2-4322-4a0d-835c-306ba42bbe15,"Blackrock Corporate High Yield Fund, Inc.",59525.69,HYT,n/a,NYSE,RUB,7/10/2019
bdaf79d1-3d7b-49de-8f90-36fb46135e87,Babson Global Short Duration High Yield Fund,96114.63,BGH,n/a,NYSE,JPY,
9c4b54a0-5dbd-483b-bb9a-4b2397649184,"Allied Motion Technologies, Inc.",8363.22,AMOT,Electrical Products,NASDAQ,BYR,3/14/2019
85dd5c3c-1f3e-4dc8-b751-51543e77ddc7,Radware Ltd.,63204.61,RDWR,Business Services,NASDAQ,CNY,04/29/2020
451e5b82-6b3e-4618-851f-69746170401f,"Amyris, Inc.",80324.1,,Major Chemicals,NASDAQ,CNY,
4bf619c7-118d-4811-9b93-3df81708abc0,BioShares Biotechnology Clinical Trials Fund,92467.36,BBC,n/a,NASDAQ,RUB,3/12/2019
3d83b1ef-f059-44ba-aac6-f213060529c4,"Gores Holdings II, Inc.",39660.35,GSHTW,Business Services,NASDAQ,CNY,2019/12/01
647e10f8-cd13-4a0d-a8f6-3adacaecf2d7,Pimco Corporate & Income Opportunity Fund,94264.34,,n/a,NYSE,PEN,3/2/2020
69e5834e-9923-4848-8164-5ecdba532571,Renesola Ltd.,73751.78,SOL,Semiconductors,NYSE,VEF,05/04/2020
800b1215-170a-4521-83d0-4a78d0944488,CIT Group Inc (DEL),13130.47,CIT,Finance: Consumer Services,NYSE,CNY,2020-05-06
64b50348-45e9-4edf-984d-81cb7646904d,ENGlobal Corporation,83343.13,ENG,Military/Government/Technical,NASDAQ,CNY,13/5/2019
dd402e73-35e2-449c-904f-d1a124439071,Vanguard Russell 1000 Value ETF,30669.11,VONV,n/a,NASDAQ,CZK,2019/03/01
d9fab3b2-6b5d-4fc1-9e75-54b849220c7b,United Insurance Holdings Corp.,82798.19,UIHC,Property-Casualty Insurers,NASDAQ,PLN,5/25/2020
e5428150-e9ce-443a-a2c7-4bf78ce10bae,Crescent Point Energy Corporation,80440.18,CPG,Oil & Gas Production,NYSE,DOP,05/21/2019
ea3a5111-64f4-4535-ba4c-7d20bd5b9eaa,Eagle Point Credit Company Inc.,97305.34,,,,CNY,
f4548f3e-4e75-4a64-866c-1468b0396544,"AmTrust Financial Services, Inc.",70673.2,AFSI^C,n/a,NYSE,GTQ,22/3/2019
ddf17066-97b6-4cb7-8cde-7ca98b70b61f,iStar Financial Inc.,37011.05,,n/a,NYSE,CNY,2019/10/27
c6753e16-12bd-46dd-a920-affba9acb77b,"Bankrate, Inc.",67119.25,,EDP Services,NYSE,PHP,7/1/2020
c70c1add-7dbd-4137-bcee-b20eaac0eac6,"Enphase Energy, Inc.",8501.46,,Semiconductors,NASDAQ,EUR,09/07/2020
26041c17-c86c-44c4-b595-f0208ca0a8af,"Paratek Pharmaceuticals, Inc. ",45084.35,PRTK,Major Pharmaceuticals,NASDAQ,EUR,2019-08-02
0118a226-a3f4-4cdf-9742-9bdf8f8fe553,ON Semiconductor Corporation,87112.41,ON,Semiconductors,NASDAQ,PLN,
b131952a-9a55-4f24-bdf7-62fa39a5c757,California Resources Corporation,75613.29,CRC,Oil & Gas Production,NYSE,PLN,
bee0626c-9115-49c7-ade9-0c00166901a2,Piper Jaffray Companies,78450.95,PJC,Investment Bankers/Brokers/Service,NYSE,EUR,
451d5497-2cba-44e5-b2ec-cba98fc28e07,ENI S.p.A.,45044.05,E,Oil & Gas Production,NYSE,CNY,
c206ab1d-6c0e-40b1-9d2a-2474da3bd937,Silvercrest Asset Management Group Inc.,42509.7,SAMG,Investment Managers,NASDAQ,CNY,2019-09-04
1ea125d5-ae5b-41c5-a63b-cb44f9c591da,"Ecology and Environment, Inc.",60370.71,,Military/Government/Technical,NASDAQ,RUB,13/6/2020
7db35e4d-114c-4edc-b57b-7b2868672887,"BioLife Solutions, Inc.",68609.61,BLFS,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ,XAF,2019/07/09
84d6ee14-ca5e-4d2b-b31c-7bfe18b2b1bd,"National Bankshares, Inc.",61695.84,NKSH,Major Banks,NASDAQ,ILS,3/15/2020
4c0ffbce-2061-456c-9c1b-b26c30a745d7,Discover Financial Services,93499.43,DFS,Finance: Consumer Services,NYSE,KZT,05/04/2019
721f0c94-72d3-4278-9d09-aad7ed026f75,"Gartner, Inc.",92639.78,IT,Other Consumer Services,NYSE,PLN,2020-05-31
e057b973-aad4-4daa-b60f-dd8bab943a91,"Gray Television, Inc.",39777.81,GTN,Broadcasting,NYSE,EUR,27/11/2019
281bf018-57f7-46b0-bc44-ed487513055f,Advanced Accelerator Applications S.A.,85211.0,AAAP,Major Pharmaceuticals,NASDAQ,MNT,2020/09/05
77537e77-429d-46f4-95aa-1f95e14bd40f,GGP Inc.,11517.61,,,,USD,9/10/2020
accc97a2-d2c9-487d-b42f-1ac62dd0b6a7,Commercial Metals Company,90486.76,,Steel/Iron Ore,NYSE,EUR,09/13/2019
3586a22c-305c-4eff-acbe-06dd803fdf61,BB&T Corporation,51730.62,BBT^D,n/a,NYSE,EUR,2020-01-12
d50627e2-8e44-43c7-bca0-caafa0cc8ee5,Fifth Street Finance Corp.,94516.8,FSCFL,n/a,NASDAQ,CNY,28/4/2019
58bfd068-2503-4aa1-91a4-4dee95e72497,"Syndax Pharmaceuticals, Inc.",8677.26,,,,CNY,
711486f6-6df4-4412-917e-442d0b98a372,Northrop Grumman Corporation,28734.15,,Industrial Machinery/Components,NYSE,CNY,9/10/2020
0247ea96-b5a5-410f-a9a2-6ca884cee1ff,"Liberty Expedia Holdings, Inc.",27816.67,LEXEB,Other Consumer Services,NASDAQ,IDR,03/27/2020
3eeeada4-349e-484b-8325-911a27a39a1f,"Universal Forest Products, Inc.",54373.3,UFPI,Forest Products,NASDAQ,BRL,2019-04-28
eb1f833f-6070-45df-9a03-338c37d36294,First Trust Hong Kong AlphaDEX Fund,54106.44,FHK,n/a,NASDAQ,BRL,5/5/2019
df982a25-2ad8-471b-b69d-9f505ce0841a,Eaton Vance Risk-Managed Diversified Equity Income Fund,91893.29,ETJ,,,BRL,2019/11/13
bec465c6-2745-4e36-9640-c779edbb2fde,"Liberty Expedia Holdings, Inc.",24070.03,,Other Consumer Services,NASDAQ,RUB,5/16/2019
e45d5af3-3ded-4dcf-a143-eedbde47fbe4,"KMG Chemicals, Inc.",82608.04,KMG,Major Chemicals,NYSE,UAH,08/12/2019
cbcd022b-6de6-43f3-be25-17cb7011da73,Boulevard Acquisition Corp. II,77364.29,BLVDU,Business Services,NASDAQ,PHP,2019-02-04
1182b55e-1ea4-4902-bdc0-5d39875627d0,"Golub Capital BDC, Inc.",70819.45,,n/a,NASDAQ,EUR,1/10/2019
fac3ab00-1684-45bb-8650-708f94556a55,"Recon Technology, Ltd.",27643.85,,Oilfield Services/Equipment,NASDAQ,UAH,2019/01/06
46b17b33-77e8-4448-8e6c-f7955fe46a28,"B. Riley Financial, Inc.",44697.95,,Business Services,NASDAQ,CNY,4/3/2020
0ae97160-23c7-4e0f-8882-ebb117cec982,Vina Concha Y Toro,51662.59,,Beverages (Production/Distribution),NYSE,CZK,09/06/2019
a284cfab-276a-4fd6-81c2-74e1a99c398e,"Tabula Rasa HealthCare, Inc.",92889.45,,Business Services,NASDAQ,PHP,2019-06-06
a9b58914-3245-4300-a842-3f32dafbef8c,"AG Mortgage Investment Trust, Inc.",28423.52,,n/a,NYSE,BRL,26/5/2019
4402169a-e9ed-437f-b886-5fbe74f42444,"Summit Hotel Properties, Inc.",10712.4,,Real Estate Investment Trusts,NYSE,EUR,
1e5941a4-7581-4523-8a9e-0d5d0d3ee5ce,"KalVista Pharmaceuticals, Inc.",60752.82,,Major Pharmaceuticals,NASDAQ,BRL,2/20/2020
7e81ab76-3393-40b2-966b-82aeb6c480e2,Aircastle Limited,38872.91,AYR,Diversified Commercial Services,NYSE,CNY,04/21/2020
01d1151a-5b0e-4efd-923f-f71ec569e22c,GATX Corporation,6408.77,GATX,Transportation Services,NYSE,ETB,2019-01-03
1278a9a3-1237-4bd2-b441-2857412d1b86,B Communications Ltd.,5501.96,BCOM,,,CNY,18/8/2019
cf8131d4-dc94-4a4c-ad84-c3c4eda4c08b,"North American Energy Partners, Inc.",98236.09,NOA,,,EUR,
f20aaec4-d6a0-4a18-aa84-5e1754877947,Lloyds Banking Group Plc,33513.54,LYG,Commercial Banks,NYSE,XPF,10/7/2019
9f80e11b-02f0-4f00-9fab-761fbe07e5c8,Summit State Bank,44795.77,SSBI,n/a,NASDAQ,EUR,08/04/2020
cb5b3722-0023-483c-b77d-7cf15a1e8cfb,8x8 Inc,1437.69,EGHT,Telecommunications Equipment,NASDAQ,BRL,2020-06-12
a6fec22e-0c3f-4312-b93e-9539f6cfd22c,"PRA Group, Inc.",17058.6,PRAA,Finance: Consumer Services,NASDAQ,ILS,3/11/2019
8f6ba25a-1053-4022-9464-8b743f2a4b78,Murphy Oil Corporation,175.49,MUR,,,RUB,2019/09/11
f28704cf-33af-4bcc-a1b0-8fd1da1b7135,"SORL Auto Parts, Inc.",3797.76,SORL,Auto Parts:O.E.M.,NASDAQ,IDR,1/30/2019
bc90f87b-fa94-4c28-8c95-ab522963fac4,"Sigma Labs, Inc.",32156.59,,Miscellaneous manufacturing industries,NASDAQ,EUR,10/12/2020
0a2d210c-d6d3-48ae-b41b-55522f4246c7,Qwest Corporation,42308.8,CTAA,Telecommunications Equipment,NYSE,BRL,2019-03-14
bb4e1bd8-6f6f-41f5-b119-7dced1ef69f6,WPP plc,13122.83,WPPGY,Advertising,NASDAQ,IDR,
2e0734be-f53a-4fc5-8333-9dcc72ff2513,Bank Of Montreal,94771.56,BMLP,n/a,NASDAQ,CZK,
aafe3ee3-2756-4d02-a7d4-1cd2f95be855,"Glacier Bancorp, Inc.",50474.73,,Major Banks,NASDAQ,USD,8/30/2020
aa4e0354-787f-4600-a8e9-f56afffdfaa2,"Cyclacel Pharmaceuticals, Inc.",42309.9,CYCC,Major Pharmaceuticals,NASDAQ,CZK,01/10/2020
3e250d80-f593-421c-a345-88be7d521ed5,Galapagos NV,94675.77,GLPG,Major Pharmaceuticals,NASDAQ,EUR,2020-09-29
04dc024c-ff3c-4112-98fb-f4ab0378ba48,Chemours Company (The),24055.28,,Major Chemicals,NYSE,CZK,26/12/2019
53eed16d-4c19-43ad-8c3a-262cab12feb0,"Sonoma Pharmaceuticals, Inc.",39508.95,SNOA,,,PHP,
0470e892-5502-4e14-aec2-d81fa8ac1861,"Douglas Dynamics, Inc.",5401.31,PLOW,,,SEK,1/26/2020
481a83df-6827-414e-bd03-675a007f782e,"Ignyta, Inc.",39520.51,RXDX,Major Pharmaceuticals,NASDAQ,COP,02/07/2020
e4c430ae-cd98-4541-8a6a-fa1184c5a0ca,First Commonwealth Financial Corporation,84102.74,FCF,Major Banks,NYSE,RSD,2020-02-06
35a029c1-d5d6-4560-b091-ca3d5a6c8156,"Patrick Industries, Inc.",38440.54,PATK,Forest Products,NASDAQ,AMD,15/1/2019
27c292e0-8fe0-428c-87a7-786303932e67,"Ohr Pharmaceuticals, Inc.",2858.8,OHRP,Major Pharmaceuticals,NASDAQ,NOK,2019/08/10
1f91cd4a-3cc3-4732-8f6b-9f1123a4b68a,First Trust/Aberdeen Global Opportunity Income Fund,69119.13,FAM,n/a,NYSE,PEN,5/23/2019
a3324fd7-8414-4748-be20-7ca883963083,Handy & Harman Ltd.,69111.09,HNH,Industrial Specialties,NASDAQ,BYR,08/30/2020
1e65ec5c-8484-4c6b-84f9-cd990fe71a6d,"Saia, Inc.",37080.01,,Trucking Freight/Courier Services,NASDAQ,RUB,2020-06-11
df077bda-e255-4f48-b67e-69b6a9e29868,"Charles River Laboratories International, Inc.",24068.86,CRL,Biotechnology: Commercial Physical & Biological Resarch,NYSE,HNL,14/10/2019
49d6e868-243a-4430-970f-a173927edc25,Auris Medical Holding AG,59177.32,EARS,Major Pharmaceuticals,NASDAQ,RUB,
25731456-e457-4f36-be91-6e26f78701d3,"Xencor, Inc.",46695.94,XNCR,Major Pharmaceuticals,NASDAQ,MXN,9/30/2020
ffe517ca-c5b4-4cd1-87aa-5cfbe038c8e1,Silgan Holdings Inc.,46262.5,SLGN,Containers/Packaging,NASDAQ,USD,07/19/2020
cdc89209-0ae4-4f40-b4d1-d11e37ffd90e,Southern California Edison Company,24907.73,,n/a,NYSE,IDR,2019-05-08
d45fb8b5-d691-4cb1-b288-47f21bc4f850,"Maiden Holdings, Ltd.",25296.64,MH^A,n/a,NYSE,PHP,16/8/2019
3cd33235-7328-4868-a0b6-d0790237ec26,"Safe Bulkers, Inc",96608.9,SB^C,,,PLN,
08b7aa85-8ffe-4e30-ab00-a8707354cc8a,Talend S.A.,19058.04,TLND,Computer Software: Prepackaged Software,NASDAQ,CNY,5/15/2020
251b751c-41a6-4250-8f93-0f3808cee308,Genuine Parts Company,77900.73,GPC,Automotive Aftermarket,NYSE,CNY,08/31/2020
4bd5ef7d-2272-4fa0-bceb-a690151aa942,RAIT Financial Trust,17112.36,,n/a,NYSE,KHR,2020-03-26
f5aef833-d1da-4bd5-8b23-2076e8a10648,Calamos Global Total Return Fund,55485.16,CGO,,,CNY,
b7891919-86b3-43dc-9378-e3723a228a04,ENGlobal Corporation,20925.53,ENG,Military/Government/Technical,NASDAQ,DKK,2020/06/07
260a8497-9bf8-44aa-ae5a-122515c516c3,Stifel Financial Corporation,69063.69,SF,Investment Bankers/Brokers/Service,NYSE,IDR,1/15/2020
8668b574-1c8a-4709-bc7a-1be33291c9cc,Rosehill Resources Inc.,87195.04,ROSEW,Oil & Gas Production,NASDAQ,PHP,10/11/2019
d06c4a2f-7c3f-49c0-b584-e7fc44015d43,"PetMed Express, Inc.",75113.75,PETS,Medical/Nursing Services,NASDAQ,IDR,2019-02-16
765233f8-805a-43e6-a10d-a6f6f47f26ff,Security National Financial Corporation,79434.23,SNFCA,,,RUB,1/1/2020
50f23779-5da5-478a-80bc-98cb639d6b67,Pitney Bowes Inc.,94903.68,PBI,Office Equipment/Supplies/Services,NYSE,EUR,2019/05/20
80316169-5edb-49c5-9ade-912422bb47e2,Oshkosh Corporation,93927.58,OSK,Auto Manufacturing,NYSE,PHP,
57d25b53-e6f1-4a5c-b8fe-df7f5305c010,Synovus Financial Corp.,90257.1,SNV,Major Banks,NYSE,PHP,
58c003c6-5419-4a06-b1c4-dd572f0b6d38,"Patrick Industries, Inc.",39332.33,PATK,Forest Products,NASDAQ,HRK,2019-05-23
ebf35e3c-051f-44ad-9fb0-f1c617d6f14d,Sundance Energy Australia Limited,81156.26,SNDE,Oil & Gas Production,NASDAQ,XAF,1/3/2020
82dc1bf7-a4b0-4d7b-8f4f-c8c04f474a18,Kayne Anderson Acquisition Corp.,77836.51,KAAC,Business Services,NASDAQ,JPY,
1eeeeae3-9075-46cb-ac88-09c465d89dee,USG Corporation,94769.17,USG,,,CNY,3/16/2020
036fe31b-cdc4-4801-ac7e-5f47c751b097,Capital One Financial Corporation,25368.41,,n/a,NYSE,CNY,04/12/2020
f9c42b8d-33e2-420f-b51c-aef7f12c7449,GATX Corporation,71588.64,GATX,Transportation Services,NYSE,IDR,2020-03-26
55dac793-a7c5-46f2-8b9d-99bd990ea701,Walt Disney Company (The),1027.66,,Television Services,NYSE,EUR,
f6466e54-fb25-41b8-b0cf-b1480a804294,Ashford Hospitality Trust Inc,66384.48,AHT^F,n/a,NYSE,PLN,2019/08/10
4038f340-cdb9-4def-9bc1-26741f2f7383,"Watsco, Inc.",35995.04,WSO.B,n/a,NYSE,PLN,5/31/2019
4b1790d0-929f-44ef-a9b4-0205ca42243f,Datawatch Corporation,75043.12,DWCH,Computer Software: Prepackaged Software,NASDAQ,XCD,02/07/2020
3f94fb51-0201-49e7-976e-96e75f4933de,Blackrock New York Municipal Bond Trust,49006.17,,n/a,NYSE,RUB,2020-04-27
5bd21750-f926-480b-b5a9-2b1985632fd6,W.R. Berkley Corporation,86637.98,WRB^B,n/a,NYSE,EUR,
